UKBPPP_ProteinID	olink_target_fullname	OlinkID	UniProt	Assay	Panel	Panel_Lot_Nr	UniProt2	HGNC.symbol	Docname	Code	ensembl_id	chr	gene_start	gene_end	Strand	Dilution_factor	block
LAYN:Q6UX15:OID20970:v1	Layilin	OID20970	Q6UX15	LAYN	Neurology	B04414	Q6UX15	LAYN	LAYN_Q6UX15_OID20970_v1_Neurology.tar	syn51470137	ENSG00000204381	11	111540280	111561745	1	01:01	B
LBP:P18428:OID20355:v1	Lipopolysaccharide-binding protein	OID20355	P18428	LBP	Cardiometabolic	B04413	P18428	LBP	LBP_P18428_OID20355_v1_Cardiometabolic.tar	syn51471331	ENSG00000129988	20	38346482	38377013	1	0.736111111	D
LBR:Q14739:OID21034:v1	Delta-14-SR	OID21034	Q14739	LBR	Neurology	B04414	Q14739	LBR	LBR_Q14739_OID21034_v1_Neurology.tar	syn51469973	ENSG00000143815	1	225401502	225428925	-1	01:10	C
LCN2:P80188:OID20392:v1	Neutrophil gelatinase-associated lipocalin	OID20392	P80188	LCN2	Cardiometabolic	B04413	P80188	LCN2	LCN2_P80188_OID20392_v1_Cardiometabolic.tar	syn51469558	ENSG00000148346	9	128149071	128153453	1	0.736111111	D
LDLR:P01130:OID20240:v1	Low-density lipoprotein receptor	OID20240	P01130	LDLR	Cardiometabolic	B04413	P01130	LDLR	LDLR_P01130_OID20240_v1_Cardiometabolic.tar	syn51469717	ENSG00000130164	19	11089462	11133820	1	0.111111111	C
LEFTY2:O00292:OID21454:v1	Left-right determination factor 2	OID21454	O00292	LEFTY2	Oncology	B04412	O00292	LEFTY2	LEFTY2_O00292_OID21454_v1_Oncology.tar	syn51471187	ENSG00000143768	1	225936598	225941383	-1	01:01	C
LEP:P41159:OID20187:v1	Leptin	OID20187	P41159	LEP	Cardiometabolic	B04413	P41159	LEP	LEP_P41159_OID20187_v1_Cardiometabolic.tar	syn51468690	ENSG00000174697	7	128241278	128257629	1	01:10	B
LEPR:P48357:OID20128:v1	Leptin receptor	OID20128	P48357	LEPR	Cardiometabolic	B04413	P48357	LEPR	LEPR_P48357_OID20128_v1_Cardiometabolic.tar	syn51468573	ENSG00000116678	1	65420652	65641559	1	01:10	B
LGALS1:P09382:OID20154:v1	Galectin-1	OID20154	P09382	LGALS1	Cardiometabolic	B04413	P09382	LGALS1	LGALS1_P09382_OID20154_v1_Cardiometabolic.tar	syn51469621	ENSG00000100097	22	37675636	37679802	1	01:10	B
LGALS3:P17931:OID20284:v1	Galectin-3	OID20284	P17931	LGALS3	Cardiometabolic	B04413	P17931	LGALS3	LGALS3_P17931_OID20284_v1_Cardiometabolic.tar	syn51470186	ENSG00000131981	14	55124110	55145423	1	0.111111111	C
LGALS4:P56470:OID20748:v1	Galectin-4	OID20748	P56470	LGALS4	Inflammation	B04411	P56470	LGALS4	LGALS4_P56470_OID20748_v1_Inflammation.tar	syn51469541	ENSG00000171747	19	38801671	38812945	-1	01:10	D
LGALS7_LGALS7B:P47929:OID21406:v1	Galectin-7	OID21406	P47929	LGALS7_LGALS7B	Oncology	B04412	P47929	LGALS7	LGALS7_LGALS7B_P47929_OID21406_v1_Oncology.tar	syn51468441	ENSG00000205076	19	38770968	38773517	-1	01:01	C
LGALS7_LGALS7B:P47929:OID21406:v1	Galectin-7	OID21406	P47929	LGALS7_LGALS7B	Oncology	B04412	P47929	LGALS7B	LGALS7_LGALS7B_P47929_OID21406_v1_Oncology.tar	syn51468441	ENSG00000178934	19	38789200	38791754	1	01:01	C
LGALS8:O00214:OID21041:v1	Galectin-8	OID21041	O00214	LGALS8	Neurology	B04414	O00214	LGALS8	LGALS8_O00214_OID21041_v1_Neurology.tar	syn51471143	ENSG00000116977	1	236518000	236552981	1	01:10	C
LGALS9:O00182:OID20781:v1	Galectin-9	OID20781	O00182	LGALS9	Inflammation	B04411	O00182	LGALS9	LGALS9_O00182_OID20781_v1_Inflammation.tar	syn51471230	ENSG00000168961	17	27629798	27649560	1	01:10	D
LGMN:Q99538:OID20773:v1	Legumain	OID20773	Q99538	LGMN	Inflammation	B04411	Q99538	LGMN	LGMN_Q99538_OID20773_v1_Inflammation.tar	syn51468722	ENSG00000100600	14	92703807	92748679	-1	01:10	D
LHB:P01229:OID21248:v1	Lutropin subunit beta	OID21248	P01229	LHB	Oncology	B04412	P01229	LHB	LHB_P01229_OID21248_v1_Oncology.tar	syn51471250	ENSG00000104826	19	49015980	49017091	-1	01:01	A
LHPP:Q9H008:OID20749:v1	Phospholysine phosphohistidine inorganic pyrophosphate phosphatase	OID20749	Q9H008	LHPP	Inflammation	B04411	Q9H008	LHPP	LHPP_Q9H008_OID20749_v1_Inflammation.tar	syn51469165	ENSG00000107902	10	124461823	124617888	1	01:10	D
LIF:P15018:OID20824:v1	Leukemia inhibitory factor	OID20824	P15018	LIF	Neurology	B04414	P15018	LIF	LIF_P15018_OID20824_v1_Neurology.tar	syn51468615	ENSG00000128342	22	30240453	30246759	-1	01:01	A
LIFR:P42702:OID20606:v1	Leukemia inhibitory factor receptor	OID20606	P42702	LIFR	Inflammation	B04411	P42702	LIFR	LIFR_P42702_OID20606_v1_Inflammation.tar	syn51469919	ENSG00000113594	5	38474668	38608354	-1	01:01	B
LILRA2:Q8N149:OID21152:v1	Leukocyte immunoglobulin-like receptor subfamily A member 2	OID21152	Q8N149	LILRA2	Neurology	B04414	Q8N149	LILRA2	LILRA2_Q8N149_OID21152_v1_Neurology.tar	syn51470958	ENSG00000239998	19	54572920	54590287	1	0.111111111	D
LILRA5:A6NI73:OID20209:v1	Leukocyte immunoglobulin-like receptor subfamily A member 5	OID20209	A6NI73	LILRA5	Cardiometabolic	B04413	A6NI73	LILRA5	LILRA5_A6NI73_OID20209_v1_Cardiometabolic.tar	syn51468712	ENSG00000187116	19	54307070	54313166	-1	01:10	B
LILRB1:Q8NHL6:OID20323:v1	Leukocyte immunoglobulin-like receptor subfamily B member 1	OID20323	Q8NHL6	LILRB1	Cardiometabolic	B04413	Q8NHL6	LILRB1	LILRB1_Q8NHL6_OID20323_v1_Cardiometabolic.tar	syn51469086	ENSG00000104972	19	54617158	54638022	1	0.111111111	C
LILRB2:Q8N423:OID20301:v1	Leukocyte immunoglobulin-like receptor subfamily B member 2	OID20301	Q8N423	LILRB2	Cardiometabolic	B04413	Q8N423	LILRB2	LILRB2_Q8N423_OID20301_v1_Cardiometabolic.tar	syn51468619	ENSG00000131042	19	54273812	54281184	-1	0.111111111	C
LILRB4:Q8NHJ6:OID20429:v1	Leukocyte immunoglobulin-like receptor subfamily B member 4	OID20429	Q8NHJ6	LILRB4	Inflammation	B04411	Q8NHJ6	LILRB4	LILRB4_Q8NHJ6_OID20429_v1_Inflammation.tar	syn51469926	ENSG00000186818	19	54643889	54670359	1	01:01	A
LILRB5:O75023:OID20324:v1	Leukocyte immunoglobulin-like receptor subfamily B member 5	OID20324	O75023	LILRB5	Cardiometabolic	B04413	O75023	LILRB5	LILRB5_O75023_OID20324_v1_Cardiometabolic.tar	syn51469508	ENSG00000105609	19	54249421	54257301	-1	0.111111111	C
LPCAT2:Q7L5N7:OID21290:v1	Lysophosphatidylcholine acyltransferase 2	OID21290	Q7L5N7	LPCAT2	Oncology	B04412	Q7L5N7	LPCAT2	LPCAT2_Q7L5N7_OID21290_v1_Oncology.tar	syn51470909	ENSG00000087253	16	55509072	55586666	1	01:01	B
LPL:P06858:OID20188:v1	Lipoprotein lipase	OID20188	P06858	LPL	Cardiometabolic	B04413	P06858	LPL	LPL_P06858_OID20188_v1_Cardiometabolic.tar	syn51469090	ENSG00000175445	8	19901717	19967259	1	01:10	B
LPO:P22079:OID20963:v1	Lactoperoxidase	OID20963	P22079	LPO	Neurology	B04414	P22079	LPO	LPO_P22079_OID20963_v1_Neurology.tar	syn51468791	ENSG00000167419	17	58218548	58268518	1	01:01	B
LRIG1:Q96JA1:OID21429:v1	Leucine-rich repeats and immunoglobulin-like domains protein 1	OID21429	Q96JA1	LRIG1	Oncology	B04412	Q96JA1	LRIG1	LRIG1_Q96JA1_OID21429_v1_Oncology.tar	syn51470141	ENSG00000144749	3	66378797	66501263	-1	01:01	C
LRP1:Q07954:OID21293:v1	Prolow-density lipoprotein receptor-related protein 1	OID21293	Q07954	LRP1	Oncology	B04412	Q07954	LRP1	LRP1_Q07954_OID21293_v1_Oncology.tar	syn51469538	ENSG00000123384	12	57128483	57213361	1	01:01	B
LRP11:Q86VZ4:OID20185:v1	Low-density lipoprotein receptor-related protein 11	OID20185	Q86VZ4	LRP11	Cardiometabolic	B04413	Q86VZ4	LRP11	LRP11_Q86VZ4_OID20185_v1_Cardiometabolic.tar	syn51471245	ENSG00000120256	6	149818757	149864359	-1	01:10	B
LRPAP1:P30533:OID21059:v1	Alpha-2-macroglobulin receptor-associated protein	OID21059	P30533	LRPAP1	Neurology	B04414	P30533	LRPAP1	LRPAP1_P30533_OID21059_v1_Neurology.tar	syn51471427	ENSG00000163956	4	3503612	3532446	-1	01:10	C
LRRC25:Q8N386:OID21333:v1	Leucine-rich repeat-containing protein 25	OID21333	Q8N386	LRRC25	Oncology	B04412	Q8N386	LRRC25	LRRC25_Q8N386_OID21333_v1_Oncology.tar	syn51471390	ENSG00000175489	19	18391137	18397622	-1	01:01	B
LRRN1:Q6UXK5:OID20438:v1	Leucine-rich repeat neuronal protein 1	OID20438	Q6UXK5	LRRN1	Inflammation	B04411	Q6UXK5	LRRN1	LRRN1_Q6UXK5_OID20438_v1_Inflammation.tar	syn51470237	ENSG00000175928	3	3799431	3849834	1	01:01	A
LSM1:O15116:OID21210:v1	U6 snRNA-associated Sm-like protein LSm1	OID21210	O15116	LSM1	Oncology	B04412	O15116	LSM1	LSM1_O15116_OID21210_v1_Oncology.tar	syn51469037	ENSG00000175324	8	38163335	38176730	-1	01:01	A
LSP1:P33241:OID20530:v1	Lymphocyte-specific protein 1	OID20530	P33241	LSP1	Inflammation	B04411	P33241	LSP1	LSP1_P33241_OID20530_v1_Inflammation.tar	syn51469118	ENSG00000130592	11	1850904	1892267	1	01:01	B
LTA:P01374:OID20586:v1	Lymphotoxin-alpha	OID20586	P01374	LTA	Inflammation	B04411	P01374	LTA	LTA_P01374_OID20586_v1_Inflammation.tar	syn51471381	ENSG00000226979	6	31572054	31574324	1	01:01	B
LTA4H:P09960:OID21452:v1	Leukotriene A-4 hydrolase	OID21452	P09960	LTA4H	Oncology	B04412	P09960	LTA4H	LTA4H_P09960_OID21452_v1_Oncology.tar	syn51469673	ENSG00000111144	12	96000753	96043520	-1	01:01	C
LTBP2:Q14767:OID20254:v1	Latent-transforming growth factor beta-binding protein 2	OID20254	Q14767	LTBP2	Cardiometabolic	B04413	Q14767	LTBP2	LTBP2_Q14767_OID20254_v1_Cardiometabolic.tar	syn51468411	ENSG00000119681	14	74498183	74612378	-1	0.111111111	C
LTBP3:Q9NS15:OID21191:v1	Latent-transforming growth factor beta-binding protein 3	OID21191	Q9NS15	LTBP3	Oncology	B04412	Q9NS15	LTBP3	LTBP3_Q9NS15_OID21191_v1_Oncology.tar	syn51468782	ENSG00000168056	11	65538559	65558930	-1	01:01	A
LTBR:P36941:OID20768:v1	Tumor necrosis factor receptor superfamily member 3	OID20768	P36941	LTBR	Inflammation	B04411	P36941	LTBR	LTBR_P36941_OID20768_v1_Inflammation.tar	syn51468616	ENSG00000111321	12	6375045	6391571	1	01:10	D
LTO1:Q8WV07:OID20434:v1	Protein LTO1 homolog	OID20434	Q8WV07	LTO1	Inflammation	B04411	Q8WV07	LTO1	LTO1_Q8WV07_OID20434_v1_Inflammation.tar	syn51469486	ENSG00000149716	11	69653076	69675416	-1	01:01	A
LXN:Q9BS40:OID21003:v1	Latexin	OID21003	Q9BS40	LXN	Neurology	B04414	Q9BS40	LXN	LXN_Q9BS40_OID21003_v1_Neurology.tar	syn51469561	ENSG00000079257	3	158645822	158672648	-1	01:01	B
LY6D:Q14210:OID20708:v1	Lymphocyte antigen 6D	OID20708	Q14210	LY6D	Inflammation	B04411	Q14210	LY6D	LY6D_Q14210_OID20708_v1_Inflammation.tar	syn51469142	ENSG00000167656	8	142784882	142786539	-1	01:10	D
LY75:O60449:OID20580:v1	Lymphocyte antigen 75	OID20580	O60449	LY75	Inflammation	B04411	O60449	LY75	LY75_O60449_OID20580_v1_Inflammation.tar	syn51471426	ENSG00000054219	2	159803355	159904756	-1	01:01	B
LY9:Q9HBG7:OID20670:v1	T-lymphocyte surface antigen Ly-9	OID20670	Q9HBG7	LY9	Inflammation	B04411	Q9HBG7	LY9	LY9_Q9HBG7_OID20670_v1_Inflammation.tar	syn51469877	ENSG00000122224	1	160796074	160828261	1	01:01	C
LY96:Q9Y6Y9:OID20945:v1	Lymphocyte antigen 96	OID20945	Q9Y6Y9	LY96	Neurology	B04414	Q9Y6Y9	LY96	LY96_Q9Y6Y9_OID20945_v1_Neurology.tar	syn51471402	ENSG00000154589	8	73991392	74029079	1	01:01	B
LYAR:Q9NX58:OID21264:v1	Cell growth-regulating nucleolar protein	OID21264	Q9NX58	LYAR	Oncology	B04412	Q9NX58	LYAR	LYAR_Q9NX58_OID21264_v1_Oncology.tar	syn51469990	ENSG00000145220	4	4267701	4290154	-1	01:01	A
LYN:P07948:OID21350:v1	Tyrosine-protein kinase Lyn	OID21350	P07948	LYN	Oncology	B04412	P07948	LYN	LYN_P07948_OID21350_v1_Oncology.tar	syn51468702	ENSG00000254087	8	55879835	56014169	1	01:01	B
LYPD1:Q8N2G4:OID20821:v1	Ly6/PLAUR domain-containing protein 1	OID20821	Q8N2G4	LYPD1	Neurology	B04414	Q8N2G4	LYPD1	LYPD1_Q8N2G4_OID20821_v1_Neurology.tar	syn51469106	ENSG00000150551	2	132643286	132671579	-1	01:01	A
LYPD3:O95274:OID21530:v1	Ly6/PLAUR domain-containing protein 3	OID21530	O95274	LYPD3	Oncology	B04412	O95274	LYPD3	LYPD3_O95274_OID21530_v1_Oncology.tar	syn51468454	ENSG00000124466	19	43460787	43465608	-1	01:10	D
LYPD8:Q6UX82:OID21251:v1	Ly6/PLAUR domain-containing protein 8	OID21251	Q6UX82	LYPD8	Oncology	B04412	Q6UX82	LYPD8	LYPD8_Q6UX82_OID21251_v1_Oncology.tar	syn51470156	ENSG00000259823	1	248739415	248755759	-1	01:01	A
MAD1L1:Q9Y6D9:OID20904:v1	Mitotic spindle assembly checkpoint protein MAD1	OID20904	Q9Y6D9	MAD1L1	Neurology	B04414	Q9Y6D9	MAD1L1	MAD1L1_Q9Y6D9_OID20904_v1_Neurology.tar	syn51468906	ENSG00000002822	7	1815793	2233243	-1	01:01	B
MAEA:Q7L5Y9:OID21206:v1	E3 ubiquitin-protein transferase MAEA	OID21206	Q7L5Y9	MAEA	Oncology	B04412	Q7L5Y9	MAEA	MAEA_Q7L5Y9_OID21206_v1_Oncology.tar	syn51469494	ENSG00000090316	4	1289887	1340147	1	01:01	A
MAGED1:Q9Y5V3:OID21181:v1	Melanoma-associated antigen D1	OID21181	Q9Y5V3	MAGED1	Oncology	B04412	Q9Y5V3	MAGED1	MAGED1_Q9Y5V3_OID21181_v1_Oncology.tar	syn51470096	ENSG00000179222	X	51803007	51902354	1	01:01	A
MANF:P55145:OID20707:v1	Mesencephalic astrocyte-derived neurotrophic factor	OID20707	P55145	MANF	Inflammation	B04411	P55145	MANF	MANF_P55145_OID20707_v1_Inflammation.tar	syn51470058	ENSG00000145050	3	51385291	51389397	1	01:10	D
MANSC1:Q9H8J5:OID21492:v1	MANSC domain-containing protein 1	OID21492	Q9H8J5	MANSC1	Oncology	B04412	Q9H8J5	MANSC1	MANSC1_Q9H8J5_OID21492_v1_Oncology.tar	syn51470075	ENSG00000111261	12	12326056	12350242	-1	01:10	D
MAP2K6:P52564:OID20552:v1	Dual specificity mitogen-activated protein kinase kinase 6	OID20552	P52564	MAP2K6	Inflammation	B04411	P52564	MAP2K6	MAP2K6_P52564_OID20552_v1_Inflammation.tar	syn51470628	ENSG00000108984	17	69414697	69553865	1	01:01	B
MAP3K5:Q99683:OID21253:v1	Mitogen-activated protein kinase kinase kinase 5	OID21253	Q99683	MAP3K5	Oncology	B04412	Q99683	MAP3K5	MAP3K5_Q99683_OID21253_v1_Oncology.tar	syn51469714	ENSG00000197442	6	136557046	136792477	-1	01:01	A
MAP4K5:Q9Y4K4:OID20899:v1	Mitogen-activated protein kinase kinase kinase kinase 5	OID20899	Q9Y4K4	MAP4K5	Neurology	B04414	Q9Y4K4	MAP4K5	MAP4K5_Q9Y4K4_OID20899_v1_Neurology.tar	syn51468747	ENSG00000012983	14	50418501	50561126	-1	01:01	B
MAPK9:P45984:OID20557:v1	Mitogen-activated protein kinase 9	OID20557	P45984	MAPK9	Inflammation	B04411	P45984	MAPK9	MAPK9_P45984_OID20557_v1_Inflammation.tar	syn51470211	ENSG00000050748	5	180233143	180292099	-1	01:01	B
MAPT:P10636:OID20830:v1	Microtubule-associated protein tau	OID20830	P10636	MAPT	Neurology	B04414	P10636	MAPT	MAPT_P10636_OID20830_v1_Neurology.tar	syn51468621	ENSG00000186868	17	45894527	46028334	1	01:01	A
MARCO:Q9UEW3:OID20210:v1	Macrophage receptor MARCO	OID20210	Q9UEW3	MARCO	Cardiometabolic	B04413	Q9UEW3	MARCO	MARCO_Q9UEW3_OID20210_v1_Cardiometabolic.tar	syn51469646	ENSG00000019169	2	118942194	118994660	1	01:10	B
MASP1:P48740:OID20954:v1	Mannan-binding lectin serine protease 1	OID20954	P48740	MASP1	Neurology	B04414	P48740	MASP1	MASP1_P48740_OID20954_v1_Neurology.tar	syn51469145	ENSG00000127241	3	187217282	187291980	-1	01:01	B
MATN2:O00339:OID20767:v1	Matrilin-2	OID20767	O00339	MATN2	Inflammation	B04411	O00339	MATN2	MATN2_O00339_OID20767_v1_Inflammation.tar	syn51470834	ENSG00000132561	8	97868840	98036724	1	01:10	D
MATN3:O15232:OID20979:v1	Matrilin-3	OID20979	O15232	MATN3	Neurology	B04414	O15232	MATN3	MATN3_O15232_OID20979_v1_Neurology.tar	syn51470264	ENSG00000132031	2	19992052	20012668	-1	01:01	B
MAVS:Q7Z434:OID21204:v1	Mitochondrial antiviral-signaling protein	OID21204	Q7Z434	MAVS	Oncology	B04412	Q7Z434	MAVS	MAVS_Q7Z434_OID21204_v1_Oncology.tar	syn51470236	ENSG00000088888	20	3846799	3876123	1	01:01	A
MAX:P61244:OID20877:v1	Protein max	OID20877	P61244	MAX	Neurology	B04414	P61244	MAX	MAX_P61244_OID20877_v1_Neurology.tar	syn51469792	ENSG00000125952	14	65006174	65102695	-1	01:01	A
MB:P02144:OID20263:v1	Myoglobin	OID20263	P02144	MB	Cardiometabolic	B04413	P02144	MB	MB_P02144_OID20263_v1_Cardiometabolic.tar	syn51468641	ENSG00000198125	22	35606764	35637951	-1	0.111111111	C
MCAM:P43121:OID20343:v1	Cell surface glycoprotein MUC18	OID20343	P43121	MCAM	Cardiometabolic	B04413	P43121	MCAM	MCAM_P43121_OID20343_v1_Cardiometabolic.tar	syn51468812	ENSG00000076706	11	119308529	119321521	-1	0.736111111	D
MCFD2:Q8NI22:OID20171:v1	Multiple coagulation factor deficiency protein 2	OID20171	Q8NI22	MCFD2	Cardiometabolic	B04413	Q8NI22	MCFD2	MCFD2_Q8NI22_OID20171_v1_Cardiometabolic.tar	syn51470370	ENSG00000180398	2	46901870	46941855	-1	01:10	B
MDGA1:Q8NFP4:OID20951:v1	MAM domain-containing glycosylphosphatidylinositol anchor protein 1	OID20951	Q8NFP4	MDGA1	Neurology	B04414	Q8NFP4	MDGA1	MDGA1_Q8NFP4_OID20951_v1_Neurology.tar	syn51468612	ENSG00000112139	6	37630679	37699306	-1	01:01	B
MDK:P21741:OID21489:v1	Midkine	OID21489	P21741	MDK	Oncology	B04412	P21741	MDK	MDK_P21741_OID21489_v1_Oncology.tar	syn51468479	ENSG00000110492	11	46380756	46383837	1	01:10	D
MED18:Q9BUE0:OID21236:v1	Mediator of RNA polymerase II transcription subunit 18	OID21236	Q9BUE0	MED18	Oncology	B04412	Q9BUE0	MED18	MED18_Q9BUE0_OID21236_v1_Oncology.tar	syn51469769	ENSG00000130772	1	28329002	28335965	1	01:01	A
MEGF10:Q96KG7:OID20746:v1	Multiple epidermal growth factor-like domains protein 10	OID20746	Q96KG7	MEGF10	Inflammation	B04411	Q96KG7	MEGF10	MEGF10_Q96KG7_OID20746_v1_Inflammation.tar	syn51469075	ENSG00000145794	5	127290796	127465737	1	01:10	D
MEGF9:Q9H1U4:OID20285:v1	Multiple epidermal growth factor-like domains protein 9	OID20285	Q9H1U4	MEGF9	Cardiometabolic	B04413	Q9H1U4	MEGF9	MEGF9_Q9H1U4_OID20285_v1_Cardiometabolic.tar	syn51470984	ENSG00000106780	9	120600811	120714470	-1	0.111111111	C
MEP1B:Q16820:OID20168:v1	Meprin A subunit beta	OID20168	Q16820	MEP1B	Cardiometabolic	B04413	Q16820	MEP1B	MEP1B_Q16820_OID20168_v1_Cardiometabolic.tar	syn51471270	ENSG00000141434	18	32185069	32220404	1	01:10	B
MEPE:Q9NQ76:OID20753:v1	Matrix extracellular phosphoglycoprotein	OID20753	Q9NQ76	MEPE	Inflammation	B04411	Q9NQ76	MEPE	MEPE_Q9NQ76_OID20753_v1_Inflammation.tar	syn51470035	ENSG00000152595	4	87821398	87846814	1	01:10	D
MERTK:Q12866:OID20657:v1	Tyrosine-protein kinase Mer	OID20657	Q12866	MERTK	Inflammation	B04411	Q12866	MERTK	MERTK_Q12866_OID20657_v1_Inflammation.tar	syn51470745	ENSG00000153208	2	111898607	112029561	1	01:01	C
MESD:Q14696:OID21099:v1	LRP chaperone MESD	OID21099	Q14696	MESD	Neurology	B04414	Q14696	MESD	MESD_Q14696_OID21099_v1_Neurology.tar	syn51471282	ENSG00000117899	15	80946289	80989828	-1	0.111111111	D
MET:P08581:OID20269:v1	Hepatocyte growth factor receptor	OID20269	P08581	MET	Cardiometabolic	B04413	P08581	MET	MET_P08581_OID20269_v1_Cardiometabolic.tar	syn51470941	ENSG00000105976	7	116672196	116798377	1	0.111111111	C
METAP1:P53582:OID20815:v1	Methionine aminopeptidase 1	OID20815	P53582	METAP1	Neurology	B04414	P53582	METAP1	METAP1_P53582_OID20815_v1_Neurology.tar	syn51468886	ENSG00000164024	4	98995659	99062809	1	01:01	A
METAP1D:Q6UB28:OID20519:v1	"Methionine aminopeptidase 1D, mitochondrial "	OID20519	Q6UB28	METAP1D	Inflammation	B04411	Q6UB28	METAP1D	METAP1D_Q6UB28_OID20519_v1_Inflammation.tar	syn51470184	ENSG00000172878	2	171999943	172082430	1	01:01	B
METAP2:P50579:OID21437:v1	Methionine aminopeptidase 2	OID21437	P50579	METAP2	Oncology	B04412	P50579	METAP2	METAP2_P50579_OID21437_v1_Oncology.tar	syn51470100	ENSG00000111142	12	95473520	95515839	1	01:01	C
MFAP3:P55082:OID20057:v1	Microfibril-associated glycoprotein 3	OID20057	P55082	MFAP3	Cardiometabolic	B04413	P55082	MFAP3	MFAP3_P55082_OID20057_v1_Cardiometabolic.tar	syn51469984	ENSG00000037749	5	154038959	154220478	1	01:01	A
MFAP5:Q13361:OID20239:v1	Microfibrillar-associated protein 5	OID20239	Q13361	MFAP5	Cardiometabolic	B04413	Q13361	MFAP5	MFAP5_Q13361_OID20239_v1_Cardiometabolic.tar	syn51469323	ENSG00000197614	12	8637346	8662888	-1	0.111111111	C
MFGE8:Q08431:OID21134:v1	Lactadherin	OID21134	Q08431	MFGE8	Neurology	B04414	Q08431	MFGE8	MFGE8_Q08431_OID21134_v1_Neurology.tar	syn51469554	ENSG00000140545	15	88898683	88913381	-1	0.111111111	D
MGLL:Q99685:OID20711:v1	Monoglyceride lipase	OID20711	Q99685	MGLL	Inflammation	B04411	Q99685	MGLL	MGLL_Q99685_OID20711_v1_Inflammation.tar	syn51470160	ENSG00000074416	3	127689062	128052190	-1	01:10	D
MGMT:P16455:OID20588:v1	Methylated-DNA--protein-cysteine methyltransferase	OID20588	P16455	MGMT	Inflammation	B04411	P16455	MGMT	MGMT_P16455_OID20588_v1_Inflammation.tar	syn51470904	ENSG00000170430	10	129467190	129770983	1	01:01	B
MIA:Q16674:OID21531:v1	Melanoma-derived growth regulatory protein	OID21531	Q16674	MIA	Oncology	B04412	Q16674	MIA	MIA_Q16674_OID21531_v1_Oncology.tar	syn51470192	ENSG00000261857	19	40771648	40777490	1	01:10	D
MICB_MICA:Q29980_Q29983:OID20593:v1	MHC class I polypeptide-related sequence B_A	OID20593	Q29980_Q29983	MICB_MICA	Inflammation	B04411	Q29983	MICA	MICB_MICA_Q29980_Q29983_OID20593_v1_Inflammation.tar	syn51468471	ENSG00000204520	6	31399784	31415315	1	01:01	B
MICB_MICA:Q29980_Q29983:OID20593:v1	MHC class I polypeptide-related sequence B_A	OID20593	Q29980_Q29983	MICB_MICA	Inflammation	B04411	Q29980	MICB	MICB_MICA_Q29980_Q29983_OID20593_v1_Inflammation.tar	syn51468471	ENSG00000204516	6	31494881	31511124	1	01:01	B
MIF:P14174:OID21073:v1	Macrophage migration inhibitory factor	OID21073	P14174	MIF	Neurology	B04414	P14174	MIF	MIF_P14174_OID21073_v1_Neurology.tar	syn51470937	ENSG00000240972	22	23894383	23895227	1	0.111111111	D
MILR1:Q7Z6M3:OID20482:v1	Allergin-1	OID20482	Q7Z6M3	MILR1	Inflammation	B04411	Q7Z6M3	MILR1	MILR1_Q7Z6M3_OID20482_v1_Inflammation.tar	syn51470259	ENSG00000271605	17	64449037	64468643	1	01:01	A
MITD1:Q8WV92:OID20959:v1	MIT domain-containing protein 1	OID20959	Q8WV92	MITD1	Neurology	B04414	Q8WV92	MITD1	MITD1_Q8WV92_OID20959_v1_Neurology.tar	syn51468988	ENSG00000158411	2	99161427	99181058	-1	01:01	B
MLN:P12872:OID20541:v1	Promotilin [Cleaved into: Motilin; Motilin-associated peptide	OID20541	P12872	MLN	Inflammation	B04411	P12872	MLN	MLN_P12872_OID20541_v1_Inflammation.tar	syn51468734	ENSG00000096395	6	33794673	33804003	-1	01:01	B
MME:P08473:OID21307:v1	Neprilysin	OID21307	P08473	MME	Oncology	B04412	P08473	MME	MME_P08473_OID21307_v1_Oncology.tar	syn51470229	ENSG00000196549	3	155024124	155183704	1	01:01	B
MMP1:P03956:OID20672:v1	Interstitial collagenase	OID20672	P03956	MMP1	Inflammation	B04411	P03956	MMP1	MMP1_P03956_OID20672_v1_Inflammation.tar	syn51468526	ENSG00000196611	11	102789401	102798160	-1	01:01	C
MMP10:P09238:OID20687:v1	Stromelysin-2	OID20687	P09238	MMP10	Inflammation	B04411	P09238	MMP10	MMP10_P09238_OID20687_v1_Inflammation.tar	syn51470913	ENSG00000166670	11	102770502	102780628	-1	01:10	D
MMP12:P39900:OID21439:v1	Macrophage metalloelastase	OID21439	P39900	MMP12	Oncology	B04412	P39900	MMP12	MMP12_P39900_OID21439_v1_Oncology.tar	syn51469901	ENSG00000262406	11	102862736	102874982	-1	01:01	C
MMP13:P45452:OID20807:v1	Collagenase 3	OID20807	P45452	MMP13	Neurology	B04414	P45452	MMP13	MMP13_P45452_OID20807_v1_Neurology.tar	syn51471215	ENSG00000137745	11	102942995	102955732	-1	01:01	A
MMP3:P08254:OID21083:v1	Stromelysin-1	OID21083	P08254	MMP3	Neurology	B04414	P08254	MMP3	MMP3_P08254_OID21083_v1_Neurology.tar	syn51470108	ENSG00000149968	11	102835801	102843609	-1	0.111111111	D
MMP7:P09237:OID20087:v1	Matrilysin	OID20087	P09237	MMP7	Cardiometabolic	B04413	P09237	MMP7	MMP7_P09237_OID20087_v1_Cardiometabolic.tar	syn51469139	ENSG00000137673	11	102520508	102530750	-1	01:01	A
